"Ilha_01"	"Ilha_02"	"Ilha_03"	"Ilha_04"
"152"	20.8184368737475	20.8092092092092	20.7908091908092	20.7816367265469
"153"	16.4923076923077	16.4794657762938	16.4539101497504	10000
"154"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"155"	32.4602006688963	32.4300500834725	32.3700499168053	10000
"156"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"157"	18.8144288577154	18.8072072072072	18.7928071928072	10000
"158"	18.8144288577154	18.8072072072072	18.7928071928072	10000
"159"	24.8535117056856	24.8267111853088	24.773377703827		10000
"160"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"161"	35.3458193979933	35.3061769616027	35.2272878535774	10000
"162"	21.9678929765886	21.9505843071786	21.9161397670549	10000
"163"	16.4923076923077	16.4794657762938	16.4539101497504	10000
"164"	37.4769230769231	37.4383973288815	37.3617304492513	10000
"165"	18.8144288577154	18.8072072072072	18.7928071928072	18.785628742515
"166"	43.4693386773547	43.4346346346346	43.3654345654346	43.3309381237525
"167"	66.6595317725752	66.562938230384		66.3707154742096	10000
"168"	18.4923076923077	18.4794657762938	18.4539101497504	10000
"169"	26.8535117056856	26.8267111853088	26.773377703827		10000
"170"	20.8184368737475	20.8092092092092	20.7908091908092	20.7816367265469
"171"	20.8184368737475	20.8092092092092	20.7908091908092	20.7816367265469
"172"	20.8184368737475	20.8092092092092	20.7908091908092	20.7816367265469
"173"	18.8144288577154	18.8072072072072	18.7928071928072	18.785628742515
"174"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"175"	20.8184368737475	20.8092092092092	20.7908091908092	10000
"176"	13.4092184368737	13.4046046046046	13.3954045954046	10000
"177"	39.6080267558528	39.5706176961603	39.4961730449251	10000
"178"	16.4923076923077	16.4794657762938	16.4539101497504	10000
"179"	13.4092184368737	13.4046046046046	13.3954045954046	10000
"180"	20.8184368737475	20.8092092092092	20.7908091908092	20.7816367265469
"181"	26.9846153846154	26.9589315525876	26.9078202995008	10000
"182"	37.4769230769231	37.4383973288815	37.3617304492513	10000
